,Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Tags,Lead Quality,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,A free copy of Mastering The Interview,Last Notable Activity
127,Landing Page Submission,Organic Search,Yes,0,5.0,100,5.0,Page Visited on Website,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,switched off,Other,Select,Mumbai,02.Medium,01.High,15.0,18.0,Yes,Modified
128,Landing Page Submission,Google,Yes,0,4.0,323,4.0,Unsubscribed,India,International Business,Multiple Sources,Other,Other,Other,Other,Other,Mumbai,02.Medium,01.High,13.0,18.0,No,Unsubscribed
129,API,Google,No,1,2.0,160,1.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,01.High,02.Medium,16.0,15.0,No,Modified
130,Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Other,Marketing Management,Select,Businessman,Better Career Prospects,Closed by Horizzon,High in Relevance,Potential Lead,Select,02.Medium,01.High,15.0,19.0,No,Modified
131,API,Google,No,0,1.0,263,1.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Not Sure,Other Leads,Select,02.Medium,02.Medium,14.0,14.0,No,Modified
132,API,Google,No,0,2.0,1218,2.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Select,03.Low,02.Medium,11.0,15.0,No,Modified
133,Lead Add Form,Reference,No,1,Other,986,Other,Other,Other,Marketing Management,Select,Working Professional,Better Career Prospects,Closed by Horizzon,High in Relevance,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,Modified
134,Lead Add Form,Welingak Website,No,1,Other,889,Other,Other,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Modified
135,Landing Page Submission,Google,No,1,5.0,1091,5.0,Unreachable,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,Unreachable
136,Landing Page Submission,Direct Traffic,No,0,4.0,291,4.0,Olark Chat Conversation,India,Supply Chain Management,Other,Other,Other,Other,Other,Other,Other Cities,02.Medium,02.Medium,14.0,16.0,Yes,Modified
137,Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Other,Hospitality Management,Select,Unemployed,Better Career Prospects,Closed by Horizzon,High in Relevance,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,15.0,16.0,No,Modified
138,API,Google,Yes,0,1.0,1759,1.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,01.High,02.Medium,16.0,15.0,No,Olark Chat Conversation
139,Landing Page Submission,Referral Sites,No,0,7.0,41,3.5,Email Opened,India,Services Excellence,Other,Other,Other,Other,Other,Other,Mumbai,02.Medium,02.Medium,14.0,14.0,Yes,Email Opened
140,Landing Page Submission,Google,No,0,5.0,386,5.0,Email Opened,India,Business Administration,Online Search,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,Modified
141,API,Referral Sites,No,0,6.0,216,2.0,Page Visited on Website,India,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,14.0,13.0,No,Page Visited on Website
142,Landing Page Submission,Google,No,1,5.0,1603,5.0,Email Opened,India,Operations Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Email Opened
143,Landing Page Submission,google,No,0,7.0,106,3.5,Page Visited on Website,India,Select,Multiple Sources,Other,Other,Other,Other,Other,Other Cities,02.Medium,02.Medium,14.0,13.0,No,Modified
144,API,Google,No,0,2.0,73,2.0,Unreachable,India,Select,Select,Unemployed,Better Career Prospects,switched off,Not Sure,Select,Select,03.Low,02.Medium,12.0,15.0,No,Modified
145,API,Google,No,0,2.0,77,2.0,Converted to Lead,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,13.0,15.0,No,Modified
146,Landing Page Submission,Direct Traffic,No,0,3.0,718,3.0,Unreachable,India,Hospitality Management,Other,Other,Other,Other,Other,Other,Thane & Outskirts,02.Medium,02.Medium,13.0,14.0,Yes,Modified
147,Landing Page Submission,Google,No,0,5.0,432,1.67,Olark Chat Conversation,India,Marketing Management,Word Of Mouth,Other,Other,Other,Other,Other,Mumbai,02.Medium,01.High,14.0,18.0,No,Olark Chat Conversation
148,Landing Page Submission,Google,No,0,5.0,232,2.5,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Interested in other courses,Might be,Other Leads,Other Cities,02.Medium,02.Medium,13.0,16.0,No,Email Opened
149,Landing Page Submission,Direct Traffic,No,0,2.0,702,2.0,Email Opened,India,Hospitality Management,Select,Unemployed,Better Career Prospects,Not doing further education,Other,Select,Other Cities,02.Medium,02.Medium,14.0,13.0,Yes,Email Opened
150,Landing Page Submission,Organic Search,No,1,5.0,614,5.0,Unreachable,India,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,Thane & Outskirts,02.Medium,01.High,15.0,19.0,Yes,Unreachable
151,Landing Page Submission,Direct Traffic,No,1,1.0,1808,1.0,Converted to Lead,India,IT Projects Management,Other,Other,Other,Lost to EINS,Other,Other,Thane & Outskirts,02.Medium,02.Medium,14.0,14.0,Yes,Modified
152,Landing Page Submission,Direct Traffic,Yes,0,2.0,234,1.0,Email Bounced,India,Finance Management,Select,Unemployed,Better Career Prospects,invalid number,Not Sure,Select,Mumbai,02.Medium,01.High,15.0,18.0,Yes,Modified
153,Landing Page Submission,Direct Traffic,No,0,3.0,245,3.0,Unreachable,India,Finance Management,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,Thane & Outskirts,02.Medium,01.High,13.0,17.0,Yes,Modified
154,Landing Page Submission,Organic Search,No,1,8.0,1268,4.0,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Other,Select,Mumbai,01.High,01.High,16.0,18.0,Yes,Email Opened
155,Landing Page Submission,Google,No,0,2.0,56,2.0,Email Bounced,India,Select,Online Search,Unemployed,Better Career Prospects,switched off,Other,Select,Mumbai,03.Low,02.Medium,12.0,15.0,No,Modified
156,API,Referral Sites,No,0,4.0,174,2.0,Email Link Clicked,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Select,02.Medium,02.Medium,13.0,13.0,No,Modified
157,Landing Page Submission,Direct Traffic,No,0,4.0,1149,2.0,Email Opened,India,Select,Word Of Mouth,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Email Opened
158,Landing Page Submission,Direct Traffic,No,0,2.0,333,2.0,Email Opened,India,E-COMMERCE,Other,Other,Other,Other,Other,Other,Other Cities,02.Medium,02.Medium,14.0,13.0,Yes,Email Opened
159,API,Organic Search,No,0,7.0,471,2.33,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,switched off,Other,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Email Opened
160,Landing Page Submission,Direct Traffic,No,1,3.0,1010,3.0,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Other Metro Cities,02.Medium,02.Medium,15.0,16.0,Yes,Email Opened
161,API,Olark Chat,No,1,10.0,1815,3.33,Had a Phone Conversation,India,Operations Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,15.0,17.0,Yes,Had a Phone Conversation
162,Landing Page Submission,Direct Traffic,No,0,2.0,47,2.0,Email Link Clicked,India,Business Administration,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,Yes,Email Link Clicked
163,Landing Page Submission,Direct Traffic,No,1,3.0,1528,1.5,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,Yes,Modified
164,Landing Page Submission,Google,No,1,6.0,919,6.0,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Email Opened
165,API,Organic Search,No,0,10.0,194,5.0,Email Link Clicked,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Mumbai,02.Medium,02.Medium,13.0,15.0,No,Modified
166,API,Organic Search,No,0,1.0,1173,1.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Modified
167,API,Google,No,0,2.0,351,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,Select,02.Medium,02.Medium,13.0,15.0,No,Email Opened
168,Landing Page Submission,Referral Sites,No,0,12.0,493,12.0,Email Link Clicked,India,Marketing Management,Other,Other,Other,Other,Other,Other,Thane & Outskirts,01.High,02.Medium,16.0,16.0,Yes,Email Link Clicked
169,Landing Page Submission,Direct Traffic,No,0,3.0,381,1.5,Page Visited on Website,India,Operations Management,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,Thane & Outskirts,02.Medium,01.High,13.0,17.0,Yes,Page Visited on Website
170,API,Referral Sites,No,0,2.0,1944,2.0,Email Opened,India,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,14.0,13.0,No,Email Opened
171,Landing Page Submission,Google,No,0,5.0,65,5.0,Unreachable,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Ringing,Might be,Select,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,Modified
172,API,Organic Search,No,0,7.0,1334,7.0,Email Opened,India,Business Administration,Other,Other,Other,Interested in other courses,Other,Other,Mumbai,02.Medium,02.Medium,14.0,16.0,Yes,Modified
173,API,Google,No,0,7.0,615,7.0,Form Submitted on Website,India,"Banking, Investment And Insurance",Online Search,Other,Other,Interested in other courses,Other,Other,Thane & Outskirts,02.Medium,02.Medium,13.0,15.0,No,Modified
174,Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Other,Finance Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Email Opened
175,API,Google,No,0,1.0,250,1.0,Email Bounced,India,Select,Select,Unemployed,Better Career Prospects,wrong number given,Other,Select,Select,02.Medium,02.Medium,13.0,15.0,No,Modified
176,Landing Page Submission,Direct Traffic,No,0,2.0,383,2.0,Email Link Clicked,India,Business Administration,Other,Other,Other,Other,Other,Other,Other Metro Cities,02.Medium,02.Medium,14.0,16.0,Yes,Email Link Clicked
177,Lead Add Form,Welingak Website,No,1,Other,1240,Other,Other,Other,Select,Select,Unemployed,Better Career Prospects,Closed by Horizzon,Low in Relevance,Potential Lead,Mumbai,02.Medium,01.High,14.0,18.0,No,Modified
178,Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Other,"Banking, Investment And Insurance",Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,Email Opened
179,Lead Add Form,Welingak Website,No,1,Other,458,Other,Other,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Modified
180,Lead Add Form,Welingak Website,No,1,Other,1060,Other,Other,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Modified
181,API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Other,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Modified
182,API,Referral Sites,No,0,4.0,904,4.0,Olark Chat Conversation,Other,Select,Select,Unemployed,Better Career Prospects,Already a student,Other,Select,Select,01.High,02.Medium,17.0,13.0,No,Modified
183,API,Google,No,0,1.0,164,1.0,Converted to Lead,India,Other,Other,Other,Other,Interested in other courses,Other,Other,Other,02.Medium,02.Medium,14.0,15.0,No,Modified
184,API,Google,No,0,2.0,1793,2.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,in touch with EINS,Other,Select,Select,03.Low,02.Medium,11.0,15.0,No,Modified
185,API,Organic Search,No,0,5.0,1841,5.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Modified
186,API,Organic Search,No,1,8.0,877,2.67,Email Link Clicked,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,Select,02.Medium,02.Medium,14.0,16.0,No,Email Link Clicked
187,Lead Add Form,Reference,No,1,0.0,0,0.0,Unreachable,Other,Retail Management,Select,Unemployed,Better Career Prospects,Closed by Horizzon,High in Relevance,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Modified
188,Landing Page Submission,Organic Search,No,1,12.0,1411,6.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Other Cities,01.High,02.Medium,16.0,16.0,Yes,Email Opened
189,API,Organic Search,No,1,6.0,385,6.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,15.0,16.0,No,Modified
190,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
191,API,Google,No,0,12.0,68,1.71,Page Visited on Website,India,Media and Advertising,Word Of Mouth,Other,Other,Other,Other,Other,Mumbai,01.High,02.Medium,16.0,15.0,No,Modified
192,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
193,Landing Page Submission,Google,No,0,3.0,192,3.0,Email Opened,India,International Business,Online Search,Other,Other,Other,Other,Other,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,Email Opened
194,Landing Page Submission,Google,No,0,5.0,309,5.0,Olark Chat Conversation,India,Finance Management,Word Of Mouth,Other,Other,Other,Other,Other,Mumbai,02.Medium,01.High,15.0,18.0,No,Modified
195,Lead Add Form,Reference,No,1,Other,785,Other,Approached upfront,Other,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Select,02.Medium,01.High,15.0,17.0,No,Modified
196,API,Organic Search,No,0,4.0,342,4.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,switched off,Other,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Modified
197,API,Google,No,0,2.0,78,1.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Email Opened
198,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
199,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
200,API,Organic Search,No,1,5.0,1234,1.67,Email Opened,India,International Business,Select,Student,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,Thane & Outskirts,01.High,01.High,16.0,17.0,No,Email Opened
201,API,Organic Search,No,0,8.0,14,8.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,switched off,Worst,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Modified
202,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Modified
203,API,Referral Sites,No,0,4.0,77,4.0,Unreachable,India,Select,Select,Unemployed,Better Career Prospects,wrong number given,Other,Select,Select,03.Low,02.Medium,12.0,13.0,No,Modified
204,API,Referral Sites,No,1,3.0,1299,3.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,01.High,02.Medium,16.0,13.0,No,Modified
205,Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Other,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14.0,19.0,No,Email Opened
206,API,Referral Sites,No,0,2.0,457,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Select,02.Medium,02.Medium,13.0,13.0,No,Modified
207,API,Organic Search,No,0,5.0,358,5.0,Page Visited on Website,United Arab Emirates,Select,Select,Unemployed,Better Career Prospects,Busy,Not Sure,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Modified
208,Landing Page Submission,Direct Traffic,No,0,3.0,481,3.0,Email Link Clicked,India,"Banking, Investment And Insurance",Other,Other,Other,Other,Other,Other,Other Cities,02.Medium,02.Medium,13.0,16.0,Yes,Email Link Clicked
209,API,Direct Traffic,No,0,2.0,205,2.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,Interested  in full time MBA,Other,Select,Select,03.Low,02.Medium,11.0,15.0,No,Modified
